gid,pid,words,sentence_number
3,tcwhrigeep5,,71
3,tcwhrigeep5,बडा,72
3,tcwhrigeep5,,73
3,tcwhrigeep5,,74
3,tcwhrigeep5,,75
3,tcwhrigeep5,"पढ़ेंद,टाइम्सएक,शोध",76
3,tcwhrigeep5,"कैरोन,सतह",77
3,tcwhrigeep5,"सत्ता,गंवानी",78
3,tcwhrigeep5,,79
3,tcwhrigeep5,,80
3,tcwhrigeep5,हालांकि,81
3,tcwhrigeep5,"वयस्कों,विकसित",82
3,tcwhrigeep5,"तख्ता,कयास",83
3,tcwhrigeep5,एंड्रॉएड,84
3,tcwhrigeep5,,85
3,tcwhrigeep5,,86
3,tcwhrigeep5,व्‍याख्‍या,87
3,tcwhrigeep5,"हिंदीउर्दू,बोलचाल,मिश्रित",88
3,tcwhrigeep5,"विंध्य,सुरम्य,सूक्ष्म",89
3,tcwhrigeep5,"सत्ताव्यवस्था,प्रदान,अनुकूलन",90
3,tcwhrigeep5,"पूर्ववर्ती,प्रासंगिकता",91
3,tcwhrigeep5,"अज्ञेय,आयाम",92
3,tcwhrigeep5,,93
3,tcwhrigeep5,"प्रसव,तलवों,रोएँ",94
3,tcwhrigeep5,"दमन,शोषण",95
3,tcwhrigeep5,,96
3,tcwhrigeep5,,97
3,tcwhrigeep5,"क्रांति,स्रोत,प्रकार,लयों,निहित",98
3,tcwhrigeep5,"उलाहना,प्रेम",99
20,tcwwenigtyp1,,0
20,tcwwenigtyp1,,1
20,tcwwenigtyp1,"वैविध्य,वैविध्यों,विशिष्टता",2
20,tcwwenigtyp1,,3
20,tcwwenigtyp1,नर्मदा,4
20,tcwwenigtyp1,सम्पुट,5
20,tcwwenigtyp1,इफको,6
20,tcwwenigtyp1,अधिग्राहण,7
20,tcwwenigtyp1,,8
20,tcwwenigtyp1,,9
20,tcwwenigtyp1,,10
20,tcwwenigtyp1,,11
20,tcwwenigtyp1,,12
20,tcwwenigtyp1,,13
20,tcwwenigtyp1,,14
20,tcwwenigtyp1,,15
20,tcwwenigtyp1,,16
20,tcwwenigtyp1,हरकारे,17
20,tcwwenigtyp1,,18
20,tcwwenigtyp1,,19
20,tcwwenigtyp1,,20
20,tcwwenigtyp1,,21
20,tcwwenigtyp1,,22
20,tcwwenigtyp1,क्रोध,23
20,tcwwenigtyp1,भगाएँ,24
20,tcwwenigtyp1,,25
20,tcwwenigtyp1,"शीर्ष-इंजन,व्युत्पत्ति,श्रृंखला",26
20,tcwwenigtyp1,"जलवाष्प,संघनन,ओसांक",27
20,tcwwenigtyp1,,28
20,tcwwenigtyp1,"उपन्यासकार,साध्य",29
20,tcwwenigtyp1,"भाट,चारण,सराबोर",30
20,tcwwenigtyp1,भ्रमर,31
20,tcwwenigtyp1,,32
20,tcwwenigtyp1,अनुबंध,33
20,tcwwenigtyp1,,34
20,tcwwenigtyp1,अग्रदूत,35
20,tcwwenigtyp1,,36
20,tcwwenigtyp1,,37
20,tcwwenigtyp1,"प्रकल्पित,प्रयुक्त",38
20,tcwwenigtyp1,"भूगणित,खगोल,भौतिकी",39
20,tcwwenigtyp1,,40
20,tcwwenigtyp1,"खोंचेवाला,पच्छ",41
20,tcwwenigtyp1,,42
20,tcwwenigtyp1,"सेवासुश्रूषा,मनौतियाँ",43
20,tcwwenigtyp1,स्वराज्यवादी,44
20,tcwwenigtyp1,,45
20,tcwwenigtyp1,,46
20,tcwwenigtyp1,"प्रजा,हितकामना,संलग्न",47
20,tcwwenigtyp1,,48
20,tcwwenigtyp1,,49
20,tcwwenigtyp1,"नौबस्ते,मुंशी",50
20,tcwwenigtyp1,,51
20,tcwwenigtyp1,,52
20,tcwwenigtyp1,"हैंमगर,नाँद",53
20,tcwwenigtyp1,,54
20,tcwwenigtyp1,"विशिष्ट,सूट",55
20,tcwwenigtyp1,गरूर,56
20,tcwwenigtyp1,,57
20,tcwwenigtyp1,,58
20,tcwwenigtyp1,इनक़लाब,59
20,tcwwenigtyp1,करुण,60
20,tcwwenigtyp1,अगाध,61
20,tcwwenigtyp1,,62
20,tcwwenigtyp1,,63
20,tcwwenigtyp1,,64
20,tcwwenigtyp1,धुकधुकी,65
20,tcwwenigtyp1,,66
20,tcwwenigtyp1,चिंघाड़ती,67
20,tcwwenigtyp1,,68
20,tcwwenigtyp1,,69
20,tcwwenigtyp1,,70
20,tcwwenigtyp1,,71
20,tcwwenigtyp1,,72
20,tcwwenigtyp1,,73
20,tcwwenigtyp1,,74
20,tcwwenigtyp1,स्पेक्ट्रम,75
20,tcwwenigtyp1,ईस्टेर्टन,76
20,tcwwenigtyp1,"हमास,चरमपंथियों",77
20,tcwwenigtyp1,जलवायु,78
20,tcwwenigtyp1,,79
20,tcwwenigtyp1,क्लेनश्मिट्,80
20,tcwwenigtyp1,विध्वंसक,81
20,tcwwenigtyp1,,82
20,tcwwenigtyp1,,83
20,tcwwenigtyp1,फ़ेयरफ़ैक्स,84
20,tcwwenigtyp1,"सूबेदारनी,अनायास",85
20,tcwwenigtyp1,,86
20,tcwwenigtyp1,"मंत्र,एकादशी,शैव,वैष्णवों",87
20,tcwwenigtyp1,,88
20,tcwwenigtyp1,"प्रतिमाएँ,बिंब",89
20,tcwwenigtyp1,तक़रीरों,90
20,tcwwenigtyp1,,91
20,tcwwenigtyp1,,92
20,tcwwenigtyp1,अपवाद,93
20,tcwwenigtyp1,"मनोअवस्था,विरोधाभासी",94
20,tcwwenigtyp1,"आत्मकेंद्रित,संवेदनाओं,आकांक्षाओं,अभिव्यक्ति",95
20,tcwwenigtyp1,अभिजात,96
20,tcwwenigtyp1,,97
20,tcwwenigtyp1,छंदों,98
20,tcwwenigtyp1,,99
20,tcwwenigtyp2,रणथम्भौर,0
20,tcwwenigtyp2,,1
20,tcwwenigtyp2,विशिष्टता,2
20,tcwwenigtyp2,,3
20,tcwwenigtyp2,वितरण,4
20,tcwwenigtyp2,योगाभ्यास,5
20,tcwwenigtyp2,सशक्तिकरण,6
20,tcwwenigtyp2,अधिग्राहण,7
20,tcwwenigtyp2,,8
20,tcwwenigtyp2,ज्योतिषीय,9
20,tcwwenigtyp2,,10
20,tcwwenigtyp2,,11
20,tcwwenigtyp2,,12
20,tcwwenigtyp2,,13
20,tcwwenigtyp2,,14
20,tcwwenigtyp2,,15
20,tcwwenigtyp2,,16
20,tcwwenigtyp2,,17
20,tcwwenigtyp2,,18
20,tcwwenigtyp2,,19
20,tcwwenigtyp2,,20
20,tcwwenigtyp2,,21
20,tcwwenigtyp2,,22
20,tcwwenigtyp2,,23
20,tcwwenigtyp2,,24
20,tcwwenigtyp2,उदाहरणार्थ,25
20,tcwwenigtyp2,,26
20,tcwwenigtyp2,जलवाष्प,27
20,tcwwenigtyp2,,28
20,tcwwenigtyp2,,29
20,tcwwenigtyp2,,30
20,tcwwenigtyp2,,31
20,tcwwenigtyp2,,32
20,tcwwenigtyp2,,33
20,tcwwenigtyp2,,34
20,tcwwenigtyp2,,35
20,tcwwenigtyp2,,36
20,tcwwenigtyp2,,37
20,tcwwenigtyp2,प्रकल्पित,38
20,tcwwenigtyp2,,39
20,tcwwenigtyp2,,40
20,tcwwenigtyp2,,41
20,tcwwenigtyp2,,42
20,tcwwenigtyp2,सेवासुश्रूषा,43
20,tcwwenigtyp2,स्वराज्यवादी,44
20,tcwwenigtyp2,,45
20,tcwwenigtyp2,,46
20,tcwwenigtyp2,,47
20,tcwwenigtyp2,,48
20,tcwwenigtyp2,,49
20,tcwwenigtyp2,,50
20,tcwwenigtyp2,,51
20,tcwwenigtyp2,,52
20,tcwwenigtyp2,,53
20,tcwwenigtyp2,,54
20,tcwwenigtyp2,,55
20,tcwwenigtyp2,,56
20,tcwwenigtyp2,,57
20,tcwwenigtyp2,,58
20,tcwwenigtyp2,,59
20,tcwwenigtyp2,,60
20,tcwwenigtyp2,,61
20,tcwwenigtyp2,,62
20,tcwwenigtyp2,,63
20,tcwwenigtyp2,,64
20,tcwwenigtyp2,,65
20,tcwwenigtyp2,,66
20,tcwwenigtyp2,,67
20,tcwwenigtyp2,,68
20,tcwwenigtyp2,,69
20,tcwwenigtyp2,,70
20,tcwwenigtyp2,,71
20,tcwwenigtyp2,,72
20,tcwwenigtyp2,,73
20,tcwwenigtyp2,,74
20,tcwwenigtyp2,,75
20,tcwwenigtyp2,,76
20,tcwwenigtyp2,,77
20,tcwwenigtyp2,,78
20,tcwwenigtyp2,,79
20,tcwwenigtyp2,,80
20,tcwwenigtyp2,,81
20,tcwwenigtyp2,,82
20,tcwwenigtyp2,,83
20,tcwwenigtyp2,,84
20,tcwwenigtyp2,,85
20,tcwwenigtyp2,,86
20,tcwwenigtyp2,,87
20,tcwwenigtyp2,,88
20,tcwwenigtyp2,,89
20,tcwwenigtyp2,,90
20,tcwwenigtyp2,,91
20,tcwwenigtyp2,,92
20,tcwwenigtyp2,,93
20,tcwwenigtyp2,,94
20,tcwwenigtyp2,आत्मकेंद्रित,95
20,tcwwenigtyp2,,96
20,tcwwenigtyp2,,97
20,tcwwenigtyp2,,98
20,tcwwenigtyp2,,99
20,tcwwenigtyp3,रणथम्भौर,0
20,tcwwenigtyp3,,1
20,tcwwenigtyp3,"वैविध्य,अनुपम,विशिष्टता",2
20,tcwwenigtyp3,त्वचा,3
20,tcwwenigtyp3,फॉउंडेशन,4
20,tcwwenigtyp3,योगाभ्यास,5
20,tcwwenigtyp3,सशक्तिकरण,6
20,tcwwenigtyp3,अधिग्राहण,7
20,tcwwenigtyp3,तरुवर,8
20,tcwwenigtyp3,ज्योतिषीय,9
20,tcwwenigtyp3,भेड़ें,10
20,tcwwenigtyp3,सुन,11
20,tcwwenigtyp3,मैं,12
20,tcwwenigtyp3,क्लासरूम,13
20,tcwwenigtyp3,जिंदाबाद,14
20,tcwwenigtyp3,लपकती,15
20,tcwwenigtyp3,"आजाद,परिंदा",16
20,tcwwenigtyp3,हरकारे,17
20,tcwwenigtyp3,उत्‍पादकों,18
20,tcwwenigtyp3,रोकने,19
20,tcwwenigtyp3,फुट,20
20,tcwwenigtyp3,चट्टान,21
20,tcwwenigtyp3,पुकारना,22
20,tcwwenigtyp3,क्रोध,23
20,tcwwenigtyp3,भगाएँ,24
20,tcwwenigtyp3,"महासभा,संगठन,केन्द्रीय",25
20,tcwwenigtyp3,"व्युत्पत्ति,श्रृंखला",26
20,tcwwenigtyp3,जलवाष्प,27
20,tcwwenigtyp3,कार्बोहाइड्रेट,28
20,tcwwenigtyp3,उपन्यासकार,29
20,tcwwenigtyp3,युद्धस्‍थल,30
20,tcwwenigtyp3,सुहावने,31
20,tcwwenigtyp3,,32
20,tcwwenigtyp3,उत्तरदायित्व,33
20,tcwwenigtyp3,प्रकार,34
20,tcwwenigtyp3,"टुफ़ेल,उपन्यास",35
20,tcwwenigtyp3,"पूड़े,विभिन्न,व्यंजन",36
20,tcwwenigtyp3,"चंद्रमा,प्राकृतिक",37
20,tcwwenigtyp3,"प्रयुक्त,रंगीन",38
20,tcwwenigtyp3,भौतिकी,39
20,tcwwenigtyp3,नुस्खा,40
20,tcwwenigtyp3,पंचायत,41
20,tcwwenigtyp3,विद्रोहियों,42
20,tcwwenigtyp3,"सेवासुश्रूषा,प्रार्थना,मनौतियाँ",43
20,tcwwenigtyp3,राजभक्ति,44
20,tcwwenigtyp3,वसूल,45
20,tcwwenigtyp3,,46
20,tcwwenigtyp3,"प्रजा,भूली,हितकामना,संलग्न",47
20,tcwwenigtyp3,,48
20,tcwwenigtyp3,बर्फ,49
20,tcwwenigtyp3,"मैकूलाल,मुख्तार",50
20,tcwwenigtyp3,सुधा,51
20,tcwwenigtyp3,निर्दयी,52
20,tcwwenigtyp3,चिलम,53
20,tcwwenigtyp3,प्रधान,54
20,tcwwenigtyp3,विशिष्ट,55
20,tcwwenigtyp3,गरूर,56
20,tcwwenigtyp3,,57
20,tcwwenigtyp3,पत्रिकाएँ,58
20,tcwwenigtyp3,वाहियात,59
20,tcwwenigtyp3,"दुःखद,चिपकाकर",60
20,tcwwenigtyp3,श्रद्धा,61
20,tcwwenigtyp3,अशर्फी,62
20,tcwwenigtyp3,भड़का,63
20,tcwwenigtyp3,बैठक,64
20,tcwwenigtyp3,"नटराज,धुकधुकी",65
20,tcwwenigtyp3,पकौड़ों,66
20,tcwwenigtyp3,"चिंघाड़ती,रफ्तार",67
20,tcwwenigtyp3,आक्रोश,68
20,tcwwenigtyp3,,69
20,tcwwenigtyp3,"सार्वजनिक,पुस्तकालयों,क्रांतिकारी",70
20,tcwwenigtyp3,"सन्तुष्ट,ग्रसित",71
20,tcwwenigtyp3,विधि,72
20,tcwwenigtyp3,"खेदपूर्वक,आधुनिक,सच्चाई",73
20,tcwwenigtyp3,फ़लस्तीनी,74
20,tcwwenigtyp3,"कंपनियों,गुज़ारिश,इस्तेमाल,क़ीमतों",75
20,tcwwenigtyp3,"ईस्टेर्टन,ब्रादर्स",76
20,tcwwenigtyp3,चरमपंथियों,77
20,tcwwenigtyp3,लेकिन,78
20,tcwwenigtyp3,"अधिकतर,फ़लस्तीनी",79
20,tcwwenigtyp3,"किलियन,क्लेनश्मिट्,भून",80
20,tcwwenigtyp3,गतिविधियों,81
20,tcwwenigtyp3,नैशनलिस्ट,82
20,tcwwenigtyp3,,83
20,tcwwenigtyp3,"ब्लैकबेरी,फ़ेयरफ़ैक्स,तलाशेगा",84
20,tcwwenigtyp3,सूबेदारनी,85
20,tcwwenigtyp3,"पलटता,इतिहास",86
20,tcwwenigtyp3,वैष्णवों,87
20,tcwwenigtyp3,मालूम,88
20,tcwwenigtyp3,"अवचेतन,प्रतिमाएँ",89
20,tcwwenigtyp3,"धुआँधार,सिलसिला",90
20,tcwwenigtyp3,दक्षिण,91
20,tcwwenigtyp3,"ब्राह्मणों,अधिकांश,जीवनशैली",92
20,tcwwenigtyp3,,93
20,tcwwenigtyp3,"मनोअवस्था,प्रक्रिया,विरोधाभासी",94
20,tcwwenigtyp3,"मध्यवर्ग,समुदाय,आत्मकेंद्रित,वास्तविकताओं,संवेदनाओं,आकांक्षाओं,अभिव्यक्ति",95
20,tcwwenigtyp3,अभिजात,96
20,tcwwenigtyp3,अनपढ़,97
20,tcwwenigtyp3,छंदों,98
20,tcwwenigtyp3,"युनिवर्सिटी,लैक्चरार",99
20,tcwwenigtyp4,विभाग,0
20,tcwwenigtyp4,"निर्मित,कलाकृतियों",1
20,tcwwenigtyp4,"वैविध्य,सौंदर्य,वैविध्यों",2
20,tcwwenigtyp4,,3
20,tcwwenigtyp4,निःशुल्क,4
20,tcwwenigtyp4,"साधनाएं,जप,तप,योगाभ्यास,पठन,भक्ति",5
20,tcwwenigtyp4,"ग्रामीण,सशक्तिकरण,इफको",6
20,tcwwenigtyp4,,7
20,tcwwenigtyp4,"तरुवर,शरण",8
20,tcwwenigtyp4,विलम्ब,9
20,tcwwenigtyp4,,10
20,tcwwenigtyp4,,11
20,tcwwenigtyp4,,12
20,tcwwenigtyp4,,13
20,tcwwenigtyp4,मुराद,14
20,tcwwenigtyp4,,15
20,tcwwenigtyp4,,16
20,tcwwenigtyp4,हरकारे,17
20,tcwwenigtyp4,"चकित,उत्‍पादकों",18
20,tcwwenigtyp4,,19
20,tcwwenigtyp4,,20
20,tcwwenigtyp4,,21
20,tcwwenigtyp4,,22
20,tcwwenigtyp4,,23
20,tcwwenigtyp4,बछड़े,24
20,tcwwenigtyp4,"उदाहरणार्थ,जनसंघ,महासभा",25
20,tcwwenigtyp4,श्रृंखला,26
20,tcwwenigtyp4,संघनन,27
20,tcwwenigtyp4,विभिन्न,28
20,tcwwenigtyp4,उपन्यासकार,29
20,tcwwenigtyp4,भाट,30
20,tcwwenigtyp4,"ऋतु,भ्रमर",31
20,tcwwenigtyp4,,32
20,tcwwenigtyp4,उत्तरदायित्व,33
20,tcwwenigtyp4,,34
20,tcwwenigtyp4,"उपन्यास,अग्रदूत",35
20,tcwwenigtyp4,विभिन्न,36
20,tcwwenigtyp4,,37
20,tcwwenigtyp4,प्रयुक्त,38
20,tcwwenigtyp4,,39
20,tcwwenigtyp4,,40
20,tcwwenigtyp4,पच्छ,41
20,tcwwenigtyp4,"विद्रोहियों,अंधकार,यत्न",42
20,tcwwenigtyp4,"सेवासुश्रूषा,प्रार्थना,मनौतियाँ",43
20,tcwwenigtyp4,राजभक्ति,44
20,tcwwenigtyp4,,45
20,tcwwenigtyp4,,46
20,tcwwenigtyp4,हितकामना,47
20,tcwwenigtyp4,,48
20,tcwwenigtyp4,,49
20,tcwwenigtyp4,,50
20,tcwwenigtyp4,,51
20,tcwwenigtyp4,निर्दयी,52
20,tcwwenigtyp4,,53
20,tcwwenigtyp4,,54
20,tcwwenigtyp4,,55
20,tcwwenigtyp4,,56
20,tcwwenigtyp4,,57
20,tcwwenigtyp4,,58
20,tcwwenigtyp4,,59
20,tcwwenigtyp4,,60
20,tcwwenigtyp4,अगाध,61
20,tcwwenigtyp4,,62
20,tcwwenigtyp4,,63
20,tcwwenigtyp4,,64
20,tcwwenigtyp4,,65
20,tcwwenigtyp4,,66
20,tcwwenigtyp4,,67
20,tcwwenigtyp4,आक्रोश,68
20,tcwwenigtyp4,,69
20,tcwwenigtyp4,"सार्वजनिक,पुस्तकालयों,व्यवस्थित,पुस्तकालय",70
20,tcwwenigtyp4,,71
20,tcwwenigtyp4,,72
20,tcwwenigtyp4,संसद,73
20,tcwwenigtyp4,संगठन,74
20,tcwwenigtyp4,,75
20,tcwwenigtyp4,,76
20,tcwwenigtyp4,चरमपंथियों,77
20,tcwwenigtyp4,,78
20,tcwwenigtyp4,,79
20,tcwwenigtyp4,,80
20,tcwwenigtyp4,गतिविधियों,81
20,tcwwenigtyp4,,82
20,tcwwenigtyp4,,83
20,tcwwenigtyp4,"हालांकि,फ़ेयरफ़ैक्स",84
20,tcwwenigtyp4,,85
20,tcwwenigtyp4,"क्रोध,पलटता",86
20,tcwwenigtyp4,वैष्णवों,87
20,tcwwenigtyp4,,88
20,tcwwenigtyp4,"प्रतिमाएँ,महज,बिंब",89
20,tcwwenigtyp4,,90
20,tcwwenigtyp4,,91
20,tcwwenigtyp4,"ब्राह्मणों,छोड़कर",92
20,tcwwenigtyp4,,93
20,tcwwenigtyp4,"मनोअवस्था,प्रक्रिया,विरोधाभासी",94
20,tcwwenigtyp4,"मध्यवर्ग,बौद्धिक,समुदाय,आत्मकेंद्रित,दृष्टि,वास्तविकताओं,संवेदनाओं,आकांक्षाओं,उम्मीदों,अभिव्यक्ति",95
20,tcwwenigtyp4,,96
20,tcwwenigtyp4,अनपढ़,97
20,tcwwenigtyp4,जन्मदाता,98
20,tcwwenigtyp4,"युनिवर्सिटी,लैक्चरार",99
20,tcwwenigtyp5,कुएं,0
20,tcwwenigtyp5,"निर्मित,अद्वितीय,कलाकृतियों",1
20,tcwwenigtyp5,"वैविध्य,वैविध्यों,ऐक्य,विशिष्टता",2
20,tcwwenigtyp5,खाएँ,3
20,tcwwenigtyp5,,4
20,tcwwenigtyp5,"योगाभ्यास,सम्पुट",5
20,tcwwenigtyp5,"ग्रामीण,इफको",6
20,tcwwenigtyp5,अधिग्राहण,7
20,tcwwenigtyp5,तरुवर,8
20,tcwwenigtyp5,"विलम्ब,अड़चने,ज्योतिषीय",9
20,tcwwenigtyp5,"भेड़ें,जीता",10
20,tcwwenigtyp5,"सच्चे,जरूर",11
20,tcwwenigtyp5,इक,12
20,tcwwenigtyp5,भला,13
20,tcwwenigtyp5,"अपने,ये,रहें,मुराद",14
20,tcwwenigtyp5,"सुने,ओर,सौ,बार",15
20,tcwwenigtyp5,इक,16
20,tcwwenigtyp5,"हम,हरकारे",17
20,tcwwenigtyp5,"चकित,उत्‍पादकों",18
20,tcwwenigtyp5,,19
20,tcwwenigtyp5,"यहाँ,बहनों,फुट",20
20,tcwwenigtyp5,चट्टान,21
20,tcwwenigtyp5,"तेरा,पुकारना",22
20,tcwwenigtyp5,"दिखलाने,क्रोध",23
20,tcwwenigtyp5,"मैकू,भगाएँ,तंग,करें",24
20,tcwwenigtyp5,"उदाहरणार्थ,मुस्लिम,अकाली,जनसंघ,केन्द्रीय,भूमिका",25
20,tcwwenigtyp5,"ऑस्टिन,शीर्ष-इंजन,व्युत्पत्ति,श्रृंखला",26
20,tcwwenigtyp5,"जलवाष्प,पदार्थों,ओसांक",27
20,tcwwenigtyp5,"काल,मात्रा",28
20,tcwwenigtyp5,"उपन्यासकार,मात्र,साध्य",29
20,tcwwenigtyp5,"युद्धस्‍थल,सराबोर,योद्धाओं,उत्‍साह,दोगुना",30
20,tcwwenigtyp5,"ऋतु,पंकज,भ्रमर,भौंरा,गूंज",31
20,tcwwenigtyp5,चाव,32
20,tcwwenigtyp5,"अनुबंध,द्वारा,उत्तरदायित्व,हित",33
20,tcwwenigtyp5,"हेय,दृष्टि",34
20,tcwwenigtyp5,"इब्न,टुफ़ेल,इब्न,अल-नाफिस,अग्रदूत",35
20,tcwwenigtyp5,"विभिन्न,व्यंजन",36
20,tcwwenigtyp5,"रात्रि,प्राकृतिक",37
20,tcwwenigtyp5,"मेस,प्रकल्पित,पिरामिड,अलावे",38
20,tcwwenigtyp5,"ग्रह,तत्व",39
20,tcwwenigtyp5,"मित्रों,आसान,नुस्खा",40
20,tcwwenigtyp5,"खोंचेवाला,पड़ी,पच्छ,कहीं,पंचायत",41
20,tcwwenigtyp5,"विद्रोहियों,यत्न",42
20,tcwwenigtyp5,"सेवासुश्रूषा,ईश्वर,मनौतियाँ",43
20,tcwwenigtyp5,"स्वराज्यवादी,पक्ष",44
20,tcwwenigtyp5,"वसूल,करूँ",45
20,tcwwenigtyp5,इतना,46
20,tcwwenigtyp5,"प्रजा,हितकामना,संलग्न",47
20,tcwwenigtyp5,इशारे,48
20,tcwwenigtyp5,"दौड़ाया,कहाँ,खाली",49
20,tcwwenigtyp5,"नौबस्ते,मैकूलाल,मुख्तार",50
20,tcwwenigtyp5,,51
20,tcwwenigtyp5,"नोहरी,निर्दयी",52
20,tcwwenigtyp5,"द्वार,हैंमगर,नाँद",53
20,tcwwenigtyp5,प्रधान,54
20,tcwwenigtyp5,विशिष्ट,55
20,tcwwenigtyp5,गरूर,56
20,tcwwenigtyp5,तुम्हारे,57
20,tcwwenigtyp5,"पत्र,पत्रिकाएँ,अस्त,व्यस्त",58
20,tcwwenigtyp5,"इनक़लाब,वाहियात",59
20,tcwwenigtyp5,"दुःखद,चिपकाकर,सिसकने",60
20,tcwwenigtyp5,श्रद्धा,61
20,tcwwenigtyp5,अशर्फी,62
20,tcwwenigtyp5,"भड़का,धर",63
20,tcwwenigtyp5,बिछे,64
20,tcwwenigtyp5,धुकधुकी,65
20,tcwwenigtyp5,"पकौड़ों,मोल",66
20,tcwwenigtyp5,चिंघाड़ती,67
20,tcwwenigtyp5,"आक्रोश,बयान",68
20,tcwwenigtyp5,"टटोलते,चप्पलें,तैयार",69
20,tcwwenigtyp5,"सार्वजनिक,क्रांतिकारी",70
20,tcwwenigtyp5,"सन्तुष्ट,ग्रसित",71
20,tcwwenigtyp5,लें,72
20,tcwwenigtyp5,"खेदपूर्वक,आधुनिक",73
20,tcwwenigtyp5,"इसराइली,फ़लस्तीनी,क़रार",74
20,tcwwenigtyp5,"कंपनियों,स्पेक्ट्रम",75
20,tcwwenigtyp5,ब्रिटेन,76
20,tcwwenigtyp5,चरमपंथियों,77
20,tcwwenigtyp5,"जलवायु,विहार",78
20,tcwwenigtyp5,"अधिकतर,फ़लस्तीनी",79
20,tcwwenigtyp5,"किलियन,क्लेनश्मिट्,भून",80
20,tcwwenigtyp5,"विध्वंसक,गतिविधियों",81
20,tcwwenigtyp5,"जमात,नैशनलिस्ट,भूमिका",82
20,tcwwenigtyp5,"क्रिकेट,शोहरत",83
20,tcwwenigtyp5,"फ़ेयरफ़ैक्स,तलाशेगा",84
20,tcwwenigtyp5,"सूबेदारनी,अनायास",85
20,tcwwenigtyp5,"खरोंचे,क्रोध,पलटता,पन्ने,जनता",86
20,tcwwenigtyp5,"मंत्र,एकादशी,शैव,वैष्णवों",87
20,tcwwenigtyp5,"जाँच,मालूम",88
20,tcwwenigtyp5,"मनः,प्रतिमाएँ,बिंब",89
20,tcwwenigtyp5,"धुआँधार,तक़रीरों,सिलसिला",90
20,tcwwenigtyp5,"गाँवों,पूर्व,दक्षिण",91
20,tcwwenigtyp5,"ब्राह्मणों,अधिकांश,जीवनशैली",92
20,tcwwenigtyp5,"आदरणीय,अपवाद",93
20,tcwwenigtyp5,"मनोअवस्था,प्रक्रिया,विरोधाभासी",94
20,tcwwenigtyp5,"बौद्धिक,आत्मकेंद्रित,वास्तविकताओं,संवेदनाओं,आकांक्षाओं,उम्मीदों,अभिव्यक्ति",95
20,tcwwenigtyp5,"अभिजात,खलबली",96
20,tcwwenigtyp5,"गरीब,अनपढ़",97
20,tcwwenigtyp5,छंदों,98
20,tcwwenigtyp5,"युनिवर्सिटी,लैक्चरार",99
2,tcwwigop1,,0
2,tcwwigop1,,1
2,tcwwigop1,"वैविध्य,वैविध्यों,आंतरिक,ऐक्य,अनुपम,विशिष्टता",2
2,tcwwigop1,,3
2,tcwwigop1,,4
2,tcwwigop1,सम्पुट,5
2,tcwwigop1,,6
2,tcwwigop1,,7
2,tcwwigop1,,8
2,tcwwigop1,,9
2,tcwwigop1,,10
2,tcwwigop1,,11
2,tcwwigop1,,12
2,tcwwigop1,,13
2,tcwwigop1,,14
2,tcwwigop1,,15
2,tcwwigop1,,16
2,tcwwigop1,,17
2,tcwwigop1,,18
2,tcwwigop1,,19
2,tcwwigop1,,20
2,tcwwigop1,,21
2,tcwwigop1,,22
2,tcwwigop1,,23
2,tcwwigop1,नभ,24
2,tcwwigop1,प्राय:,25
2,tcwwigop1,"तरु,चिमटों,सममित",26
2,tcwwigop1,,27
2,tcwwigop1,"चित्त,आलंबन,प्रतिभासित,शून्यवत्‌,आलंबन",28
2,tcwwigop1,,29
2,tcwwigop1,,30
2,tcwwigop1,,31
2,tcwwigop1,पेस्टोरालिस्ट,32
2,tcwwigop1,,33
2,tcwwigop1,,34
2,tcwwigop1,व्युत्पत्तिक,35
2,tcwwigop1,,36
2,tcwwigop1,"अन्वेषण,न्यायालयिक",37
2,tcwwigop1,,38
2,tcwwigop1,,39
2,tcwwigop1,,39
2,tcwwigop1,,41
2,tcwwigop1,,42
2,tcwwigop1,,43
2,tcwwigop1,झल्लायी,44
2,tcwwigop1,,45
2,tcwwigop1,,46
2,tcwwigop1,क्रियात्मक,47
2,tcwwigop1,"विद्याधरी,आवेश,अभिलाषा",48
2,tcwwigop1,"स्वामिभक्ति,कुतूहल",49
2,tcwwigop1,"यद्यपि,तिरछी,तथापि",50
2,tcwwigop1,,51
2,tcwwigop1,,52
2,tcwwigop1,,53
2,tcwwigop1,"‘सत्त,गुरुदत्त,शिवदत्त",54
2,tcwwigop1,,55
2,tcwwigop1,,56
2,tcwwigop1,,57
2,tcwwigop1,कुर्की,58
2,tcwwigop1,,59
2,tcwwigop1,,60
2,tcwwigop1,,61
2,tcwwigop1,ओंठ,62
2,tcwwigop1,,63
2,tcwwigop1,,64
2,tcwwigop1,,65
2,tcwwigop1,,66
2,tcwwigop1,,67
2,tcwwigop1,लब्बोलुआब,68
2,tcwwigop1,,69
2,tcwwigop1,,70
2,tcwwigop1,नामदज,71
2,tcwwigop1,,72
2,tcwwigop1,,73
2,tcwwigop1,,74
2,tcwwigop1,,75
2,tcwwigop1,,76
2,tcwwigop1,,77
2,tcwwigop1,,78
2,tcwwigop1,,79
2,tcwwigop1,,80
2,tcwwigop1,,81
2,tcwwigop1,,82
2,tcwwigop1,,83
2,tcwwigop1,,84
2,tcwwigop1,"निगमीकरण,विनिवेश",85
2,tcwwigop1,,86
2,tcwwigop1,,87
2,tcwwigop1,पैठते,88
